fips_code,data_centers,total_power_usage_kwh,total_carbon_emission_2023_tons
51107,"['43830 Devin Shafron Drive (IAD24)', 'Centersquare Ashburn Campus', '44100 Digital Loudoun Plaza (IAD38)', '44274 Round Table Plaza, Bldg L (IAD39)', '44461 Chilum Place (ACC6)', '44060 Digital Loudoun Plaza (IAD37)', '44372 Round Table Plaza, Bldg M (IAD40)', '43780 Digital Loudoun Plaza (IAD36)', '44490 Chillum (ACC2)', '43940 Digital Loudoun Plaza (IAD35)', '44540 Round Table Plaza (IAD73)', '21745 Sir Timothy (ACC9)', '44520 Hastings (ACC3)', '21744 Sir Timothy (ACC10)', '43881 Devin Shafron Drive (IAD12)', '43791 Devin Shafron Drive (IAD14)', '43831 Devin Shafron (IAD13)', '22124 Broderick Drive, Bldg R (IAD42)', '21362 Smith Switch (ACC8)', '43915 Devin Shafron (IAD15)', '44751 Round Table Plaza, Bldg P (IAD41)', 'NTT Ashburn VA1', 'NTT Ashburn VA3', 'NTT Ashburn VA2', 'NTT Ashburn VA4', 'NTT Ashburn VA5', 'H5 Data Centers Ashburn', 'Aligned IAD-02', 'DataBank IAD1 - Ashburn ', 'SDC Ashburn A', 'Cologix ASH1-S', 'Aligned IAD-01', 'Deft Ashburn', 'Equinix DC11', 'DataBank IAD3 - Ashburn Campus', 'Equinix DC2', 'Equinix DC21', 'Equinix DC12', 'EdgeCore Ashburn AS01', 'Rackspace Ashburn', 'Equinix DC3', 'Equinix DC1', 'Equinix DC4', 'Microsoft Compass Creek Campus', 'Centersquare Ashburn A', 'PowerHouse ABX-1', 'Vantage VA3 - Ashburn III Campus', 'Equinix DC6', 'Equinix DC10', 'Equinix DC5', 'Centersquare Ashburn B', 'Equinix DC16', 'Microsoft - 41720 Inclusion Ln', 'Compass Loudoun County I - Campus', 'Amazon AWS IAD - Import Campus', 'NTT Ashburn Campus', 'CloudHQ LC Campus', 'QTS Ashburn-Shellhorn Campus', 'Amazon AWS IAD - Interconnection Campus', 'Amazon AWS IAD - Loudoun County Campus', 'STACK Infrastructure NVA06', 'CloudHQ LC4', 'Amazon AWS IAD - Smith Campus', 'Microsoft - 41730 Inclusion Ln', 'Google Loudoun County Data Center 1', 'SDC Ashburn C', '43790 Devin Shafron Dr', 'STACK Infrastructure NVA01A', 'CloudHQ LC3', 'Amazon AWS IAD - 21271 Smith ', 'Amazon IAD - 44351 Import', 'Equinix DC22', 'Microsoft - 19525 Compass Creek', 'Microsoft - 41700 Inclusion Ln (IAD4)', 'CloudHQ LC1', 'Amazon AWS IAD - 20935 Loudoun', 'Amazon AWS IAD - 44854 Interconnection', 'NTT Ashburn VA7', 'Amazon IAD - 44305 Import', 'QTS ASH 3 Data center 1', 'Compass Loudoun County I - C', 'CloudHQ LC8', 'QTS ASH 3 Data Center 2', 'Amazon AWS IAD - 44858 Interconnection', 'Compass Loudoun County I - D', 'SDC Ashburn B', 'Microsoft - 41700 Inclusion Ln (IAD6)', 'Tech Park at Brambleton', 'NTT Ashburn VA8', 'Lumen Ashburn', 'Compass Loudoun County I - A', 'Amazon AWS IAD - 21263 Smith', 'Amazon IAD - 44254 Import', 'Microsoft - 19515 Compass Creek', 'Google Loudoun County Data Center 2', 'CloudHQ LC2', 'Compass Loudoun County I - B', 'Compass Loudoun County I - E', 'Amazon AWS IAD - 44862 Interconnection', 'Amazon AWS IAD - 21267 Smith', 'NTT Ashburn VA9', 'Amazon AWS IAD - 20945 Loudoun', 'NTT Ashburn VA6', 'Equinix DC15', 'Windstream Ashburn', 'Equinix DC13', 'CloudHQ LC9', 'CloudHQ LC13', 'CloudHQ LC11', 'CloudHQ LC12', 'CloudHQ LC5', 'CloudHQ LC14', 'CloudHQ LC10', 'CyrusOne Broadlands - Building 3', 'CyrusOne Broadlands - Building 2', 'CyrusOne Broadlands Campus', 'CyrusOne Broadlands - Building 1', 'Tuscarora Crossing Bldg 2', 'CyrusOne Broadlands - Building 4', 'Tuscarora Crossing Campus', 'Tuscarora Crossing Bldg 1', 'Tuscarora Crossing Bldg 3', '43704 Efficiency (IAD44)', '22574 Pacific Blvd (IAD55)', '44820 Prentice (IAD43)', 'CyrusOne NVA9 - Sterling', 'CyrusOne NVA8 - Sterling', 'CyrusOne NVA5 - Sterling', 'CyrusOne Virginia Campus', 'CyrusOne NVA7 - Sterling', 'Skybox Nova One', 'CyrusOne NVA1 - Sterling', 'EdgeCore Ashburn AS02', 'Vantage VA1 - Ashburn I Campus', 'Vantage VA2 - Ashburn II Campus', 'Centersquare - Washington DC IAD1-A', 'CorScale Kincora', 'Centersquare - Washington DC IAD1-C', 'CyrusOne NVA2 - Sterling', 'CyrusOne NVA3 - Sterling', 'Aligned IAD-03', 'Google Arcola Campus', 'Amazon AWS IAD - Pathfinder Campus', 'Microsoft Growth Mindset Campus', 'PowerHouse Pacific', 'Microsoft - 42031 Growth Mindset Ln', 'Amazon AWS IAD - Dulles Campus', 'Microsoft - 41840 Growth Mindset Ln', 'Microsoft - 42010 Growth Mindset Ln', 'Maries Tech Park', 'Amazon AWS IAD - Prologis Campus', 'Amazon AWS IAD - Loudoun Downs Campus', 'Amazon AWS IAD - Charles View Campus', 'Amazon AWS IAD - Severn & Squire Campus', 'Amazon AWS IAD - Erins Run Campus', 'Amazon AWS IAD - Relocation Campus', 'QTS Ashburn-Broderick', 'Centersquare - Washington DC IAD1-B', 'PointOne Ashburn Data Center Campus', 'Vantage VA15', 'Vantage VA11', 'Amazon AWS IAD - 21660 Charles View', 'COPT MP-3', 'Amazon AWS IAD - 23825 Erins', 'Amazon AWS IAD - 45259 Severn', 'Amazon AWS IAD - 45360 Severn', 'Amazon AWS IAD - 45210 Prologis', 'Amazon AWS IAD - 22630 Dulles', 'Amazon AWS IAD - 45950 Pathfinder', 'Vantage VA12', 'Amazon AWS IAD - 21215 Atlantic Blvd', 'Google Arcola Data Center 1', 'Amazon AWS IAD - 22760 Pacific', 'Amazon AWS IAD - 45220 Prologis', 'Amazon AWS IAD - 22631 Dulles', 'Amazon AWS IAD - 45110 Loudoun', 'Vantage VA13', 'Amazon AWS IAD - 22651 Dulles', 'Amazon AWS IAD - 22755 Relocation', 'Amazon AWS IAD - 45305 Severn', 'COPT MP-1', 'Amazon AWS IAD - 21641 Charles View', 'Vantage VA23', 'Amazon AWS IAD - 45900 Pathfinder', 'QTS Ashburn-Lockridge DC1', 'Amazon AWS IAD - 23835 Erins', 'Vantage VA21', 'Amazon AWS IAD - 21710 Charles View', 'Windstream Sterling', 'Amazon AWS IAD - 22945 International', 'Amazon AWS IAD - 22745 Relocation', 'Amazon AWS IAD - 45111 Loudoun', 'Vantage VA22', 'Amazon AWS IAD - 23845 Erins', 'Google Arcola Data Center 2', 'Vantage VA14', 'COPT MP-2', 'Amazon AWS IAD - 21645 Charles View', 'Amazon AWS IAD - 21205 Atlantic Blvd', 'Amazon AWS IAD - 45930 Pathfinder', 'STACK Infrastructure NVA04 Campus', 'Prologis 42121 Global Plaza', 'Prologis 45181 Global Plaza', 'QTS Ashburn-Lockridge DC2', 'Amazon AWS IAD - Clubber & Prediction Campus', 'Amazon AWS IAD - 25316 Prediction', 'Amazon AWS IAD - 43736 Clubber', 'Amazon AWS IAD - 25311 Prediction', 'Amazon AWS IAD - 43920 Lone Cedar', 'Amazon AWS IAD - 43701 Clubber', 'Amazon AWS IAD - 43764 Clubber', '22262 Cloud Plz', 'Amazon AWS IAD - Kipper Campus', 'Amazon AWS IAD - Platform & Old Ox Campus', 'Amazon AWS IAD - Fadeley & Woodside Campus', 'PowerHouse Arcola', 'Amazon AWS IAD - 22370 Kipper', 'Amazon AWS IAD - 22420 Kipper', 'Amazon AWS IAD - 24185 Upper Woodside', 'Amazon AWS IAD - 24234 Quail', 'Amazon AWS IAD - 45775 Old Ox', 'Amazon AWS IAD - 24178 Upper Woodside', 'Amazon AWS IAD - 41992 John Mosby', 'Amazon AWS IAD - 22900 Platform', 'Amazon AWS IAD - 22940 Platform', 'Amazon AWS IAD - 42800 Fadeley', 'Amazon AWS IAD - 22890 Platform', 'Amazon AWS IAD - 42948 Fadeley', 'Amazon AWS IAD - 45795 Old Ox', 'Amazon AWS IAD - 42949 Fadeley', 'Amazon AWS IAD - Sutton Bay Campus', 'Amazon AWS IAD - 25430 Sutton Bay', 'Amazon AWS IAD - 25420 Sutton Bay', 'Amazon AWS IAD - 24359 Racefield Ln', 'Amazon AWS IAD - 25410 Sutton Bay']","[71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
51117,['Microsoft Hillcrest'],[71566.85412],[181137.82]
51121,['Brush Mountain Data Center'],[71566.85412],[14157.76543]
51139,['TierPoint Harthorne 2 - New York'],[31776.44531],[14157.76543]
51147,['Lumen Aurora'],[27448.0],[14157.76543]
51153,"['CloudHQ MCC', 'Iron Mountain Data Centers VA-1', 'Iron Mountain Data Centers VA-2', 'Iron Mountain Data Centers VA-6', '10051 Brickyard Wy', 'Iron Mountain Data Centers VA-3', 'Iron Mountain Data Centers VA-5', 'Iron Mountain Data Centers VA-4', 'STACK Infrastructure NVA05A', 'Cloud Capital - 9651 Hornbaker', 'EvoSwitch WDC1', 'QTS Manassas DC5', 'QTS Manassas Campus', 'Amazon AWS IAD - Doane Campus', 'Amazon AWS IAD - Innovation Campus', 'Amazon AWS IAD - Thomasson Campus', 'Amazon AWS IAD - Freedom Campus', 'QTS Manassas DC2', 'Amazon AWS IAD - Mason Campus', 'CloudHQ MDC Campus', 'Microsoft Jacksonville Road Campus', 'Amazon AWS IAD - Tanner Campus', 'STACK Infrastructure NVA05B', 'CloudHQ MCC Campus', 'QTS Manassas DC1', 'Amazon AWS IAD - 9680 Innovation', 'Amazon AWS IAD - 7505 Mason', 'Amazon AWS IAD - 11200 Thomasson', 'Amazon AWS IAD - 9040 Freedom', 'Amazon AWS IAD - 9700 Innovation', 'Amazon AWS IAD - 7610 Mason', 'Amazon AWS IAD - 9740 Innovation', 'CloudHQ MCC3', 'Amazon AWS IAD - 9020 Freedom', 'Amazon AWS IAD - 11801 Brewers', 'Amazon AWS IAD - 7600 Doane', 'STACK Infrastructure NVA02G', 'Amazon AWS IAD - 8158 Sudley', 'STACK Infrastructure NVA02F', 'Amazon AWS IAD - 7510 Mason', 'Equinix DC14', 'CloudHQ MCC4', 'Amazon AWS IAD - 11150 Thomasson', 'Amazon AWS IAD - 11800 Brewers', 'CloudHQ MCC6', 'Verizon Manassas', 'Amazon AWS IAD - 10301 Tanner', 'Amazon AWS IAD - 9720 Innovation', 'Amazon AWS IAD - 14209 Dumfries', 'Amazon AWS IAD - 10321 Tanner', 'Amazon AWS IAD - 14237 Dumfries', 'CloudHQ MCC5', 'Microsoft - MNZ01', 'Microsoft - MNZ02', 'Amazon AWS IAD - 8190 Bethlehem', 'CloudHQ MCC2', 'CloudHQ MDC1', 'CloudHQ MDC3', 'CloudHQ MDC2', 'Amazon AWS IAD - 10261 Tanner', 'Amazon AWS IAD - 10281 Tanner', 'VAZATA NoVA I', 'QTS Manassas', 'CorScale Gainesville - Bldg 1', 'CorScale Gainesville Crossing', 'John Marshall Commons Tech Park', 'NTT Gainesville Campus', 'Amazon AWS IAD - John Marshall Campus', 'Amazon AWS IAD - 15435 John Marshall', 'Amazon AWS IAD - 15395 John Marshall', 'NTT Gainesville VA10', 'NTT Gainesville VA13', 'NTT Gainesville VA12', 'NTT Gainesville VA11', 'Amazon AWS IAD - 15465 John Marshall', 'Amazon AWS IAD - 15475 John Marshall', 'Village Place Technology Park Campus', 'Microsoft - 13490 University Blvd', 'Amazon AWS IAD - 15455 John Marshall', 'Village Place Technology Park Bldg 2', 'Village Place Technology Park Bldg 4', 'Village Place Technology Park Bldg 3', 'Village Place Technology Park Bldg 1', 'Microsoft - 13490 University Blvd', 'Amazon AWS IAD - 15445 John Marshall', '8217 Linton Hall Rd (VA4)', 'STACK Infrastructure NVA02 Campus', 'STACK Infrastructure NVA02H', 'STACK Infrastructure NVA02J', 'Microsoft - 8008 Devlin Rd', 'STACK Infrastructure NVA02I', 'STACK Infrastructure NVA02E', 'STACK Infrastructure NVA02D', 'STACK Infrastructure NVA02B', 'STACK Infrastructure NVA02A', 'STACK Infrastructure NVA02C', 'Google Prince William County - Building 3', 'Google Prince William County Campus', 'Google Prince William County - Building 2', 'Google Prince William County - Building 4', 'Google Prince William County - Building 1']","[71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412, 71566.85412]","[14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543, 14157.76543]"
51167,['Amazon AWS IAD - 24224 Quail'],[71566.85412],[217436.4691]
51169,"['Amazon AWS IAD - Quail Campus', 'Amazon AWS IAD - 24244 Quail', 'OnePartner ATAC']","[71566.85412, 71566.85412, 71566.85412]","[2438441.564, 2438441.564, 2438441.564]"
51193,['Amazon AWS IAD - 22520 Randolph'],[71566.85412],[14157.76543]
51195,['DP Facilities - Mineral Gap Data Center'],[71566.85412],[217436.4691]
51510,['Lumen Harlingen 2'],[78464.60072],[14157.76543]
51630,['PowerHouse 95'],[71566.85412],[14157.76543]
51660,['DBT DATA Cyber Integration Center'],[71566.85412],[14157.76543]
51678,['Rockbridge Area Network Authority - RAP Data Center'],[71566.85412],[14157.76543]
51683,['9905 Godwin Drive (IAD53)'],[71566.85412],[14157.76543]
51710,['Zone5'],[71566.85412],[181137.82]
51760,['Expedient Tide Point'],[3568.888889],[14157.76543]
51810,"['Globalinx Virginia Beach', 'NAP of Virginia Beach', 'Telxius Virginia Beach CLS', 'Amazon AWS IAD - 2097 Harpers Rd']","[71566.85412, 71566.85412, 71566.85412, 71566.85412]","[181137.82, 181137.82, 181137.82, 181137.82]"
53007,"['Microsoft Malaga - Phase 1', 'Microsoft Malaga - Phase 2', 'ASICSPACE Bitcoin Data Center', 'PCI']","[58108.0, 58108.0, 58108.0, 31776.44531]","[187519.3123, 187519.3123, 187519.3123, 42351.41091]"
53017,"['SDC Columbia', 'Microsoft East Wenatchee']","[58108.0, 58108.0]","[187519.3123, 187519.3123]"
53025,"['Microsoft Columbia Data Center', 'Serverfarm TiTAN']","[58108.0, 58108.0]","[187519.3123, 187519.3123]"
53029,"['200 Paul Avenue (SFO10)', 'Lumen San Francisco 3']","[33566.97482, 33566.97482]","[42351.41091, 42351.41091]"
53033,"['Centersquare Lynnwood', 'TierPoint Seattle', 'Digital Fortress Downtown Seattle', 'Superb SEA2 - Seattle', 'Digital Fortress South Seattle', 'H5 Data Centers Seattle', 'EdgeConneX Seattle - EDCSEA01', 'DataBank SEA1 - Downtown Seattle', 'LeaseWeb Seattle SEA-11', 'SDC Seattle', 'DataBank SEA2 - SeaTAC', 'Wowrack Tukwila', 'CherryRoad SEA2', 'ColoCrossing SEA1', 'Colocation Northwest - Redmond', 'Centersquare - Seattle SEA1-B', 'Equinix SE3', 'Centersquare - Seattle SEA2-A', 'Equinix SE4', 'Evocative - INAP Seattle', 'Centersquare - Seattle SEA1-A', 'ISOMEDIA Redmond', 'Lumen Seattle', 'ColoInSeattle.com', 'Intergate.West', 'Intergate.East', 'DataBank - zColo - 12201 Tukwila Intl Blvd', 'Seattle Colocation', 'Adtaq Issaquah', 'Fisher Plaza', 'SoftLayer - SEA01', 'BitPusher', 'Colocation Northwest - Bellevue', 'Lumen Cincinnati 1']","[58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 58108.0, 15153.11538]","[42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091, 42351.41091]"
53053,"['Colocation Northwest - Tacoma', 'Optic Fusion - Perkins Building', 'Perkins Building']","[58108.0, 58108.0, 58108.0]","[42351.41091, 42351.41091, 42351.41091]"
53061,"['Digital Fortress North Seattle', 'Lumen Bothell']","[58108.0, 58108.0]","[42351.41091, 42351.41091]"
53063,"['TierPoint Spokane', 'TierPoint Spokane 3', 'Neutron', 'Interlink']","[58108.0, 58108.0, 58108.0, 58108.0]","[187519.3123, 187519.3123, 187519.3123, 187519.3123]"
53071,"['Vivio Technologies - WW TS Site', 'Fusion Connect - Walla Walla', 'KnownHost Washington', 'Vivio Technologies - WW UG Site']","[58108.0, 58108.0, 58108.0, 58108.0]","[187519.3123, 187519.3123, 187519.3123, 187519.3123]"
53073,"['Microsoft Northlake', 'Lunavi Bellingham']","[49338.91391, 58108.0]","[42351.41091, 42351.41091]"
53077,['Login DC2'],[77200.83951],[187519.3123]
54003,['Iron Mountain Data Centers KCM-1'],[24309.0],[14157.76543]
54011,['Consolidated Mattoon'],[49338.91391],[14157.76543]
54039,['Citynet Charleston'],[99848.67],[14157.76543]
54061,['Citynet Morgantown'],[99848.67],[14157.76543]
54065,['Reliable Hosting Services'],[99848.67],[14157.76543]
54079,['Pinnacle Technical Solutuons'],[99848.67],[14157.76543]
55009,"['Centersquare - Washington DC IAD3-A', 'WIN - Green Bay Data Center']","[71566.85412, 3918.947368]","[143233.4815, 143233.4815]"
55025,"['US Signal Madison', '5NINES Data Center', 'SupraNet Madison', 'Lumen Madison', 'HC Colo #1']","[3918.947368, 3918.947368, 3918.947368, 3918.947368, 3918.947368]","[143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815]"
55039,['TSR Solutions'],[3918.947368],[143233.4815]
55073,['Wildcard One'],[3918.947368],[143233.4815]
55079,"['Cogent Data Center - Tacoma', 'Expedient Franklin', 'Veolia Data Center', 'Lumen Tampa 3', 'TierPoint Milwaukee', 'The Wells Building', 'Aventus Lakes', 'Cogent Data Center - Milwaukee', 'Netwurx Milwaukee', 'RMM Solutions - Milwaukee', 'Lumen Phoenix 3', 'TierPoint Omaha-Midlands']","[58108.0, 3918.947368, 3918.947368, 11252.68293, 3918.947368, 3918.947368, 3918.947368, 3918.947368, 3918.947368, 3918.947368, 77200.83951, 232912.9412]","[14157.76543, 14157.76543, 14157.76543, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815, 143233.4815]"
