Data_center,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,Zone_id,power_usage_2023_kwh,power_usage_per_hour_2023_kwh,carbon_emission_2023_tons,carbon_emission_per_hour_2023_tons
ColoHouse New York,1 Ramland Road,-73.9757345,41.0344939,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Opti9 NY1,501 Franklin Ave,-73.8247337,40.7554976,GEOMETRIC_CENTER,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
DataBank LGA3 - Orangeburg,2000 Corporate Dr,-80.088773,40.609609,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
325 Hudson,325 Hudson,-74.0078299,40.7267279,APPROXIMATE,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
CherryRoad NYC3,375 Pearl Street,-74.0014202,40.7109599,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Evocative JFK2,480 N Bedford Rd,-73.7534289,41.1803414,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
365 Data Centers - New York 4,32 6th ave,-74.0048945,40.7201168,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Lunavi Orangeburg,1 Ramland Rd,-73.9757345,41.0344939,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Equinix NY9,111 8th Avenue,-74.007212,40.6377586,GEOMETRIC_CENTER,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Centersquare - New York EWR3-B,365 S Randolphville,-74.4596803,40.5526399,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
The Starrett-Lehigh Building,601 W 26th Street,-74.0071579,40.7516571,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Frontline Data Services Orangeburg,100 Dutch Hill Rd,-76.9542612,42.0289501,RANGE_INTERPOLATED,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Lumen New York 2,601 W 26th,-74.00685192,40.75145649,GoogleMap,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Crown Castle New York (NY1),111 8th Ave,-74.007212,40.6377586,GEOMETRIC_CENTER,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Colocation America NYDC1,60 Hudson Street,-74.0083059,40.717729,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Colocation America NYDC3,11 Skyline Dr,-73.81526474,41.08836996,GoogleMap,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Colocation America NYDC2,111 8th Avenue,-74.007212,40.6377586,GEOMETRIC_CENTER,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
EXA DC New York,60 Hudson Street,-74.0083059,40.717729,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Lumen New York 1,111 8th Avenue,-74.007212,40.6377586,GEOMETRIC_CENTER,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
LG Networks NYC Node,150 Varick Street,-74.0055247,40.7260463,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
121 Varick St,121 Varick St,-74.0061994,40.7248833,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
New Bridge,927 McDonald Ave,-73.97681429,40.63145197,GoogleMap,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Arbinet 75 Broad St,75 Broad St.,-74.01145261,40.7047299,GoogleMap,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
60 Hudson Street,60 Hudson Street,-74.0083059,40.717729,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Unisecure Data Centers,"70-26 Groton Street, Forest Hills, NY, New York",-73.8488671,40.7161533,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
Crown Castle New York - 60 Hudson St,60 Hudson Street,-74.0083059,40.717729,ROOFTOP,US-MIDA-PJM,31776.44531,3.627448095,14157.76543,1.616183268
